p_id	e_id	cell_line	modification	effect	time	comment	stimuli	controls
VEGF	GSE15464b	HUVECs	treated with 100ng/ml VEGF-A165	activation	60 min	1 replicate, part of time series	GSM385333	GSM385350
VEGF	GSE15464c	HUVECs	treated with 100ng/ml VEGF-A165	activation	150 min	1 replicate, part of time series	GSM385333	GSM385353
VEGF	GSE17777	HMVECs	treated with 100pg/ml VEGF	activation	4 h	1 replicate	GSM443878	GSM443879
VEGF	GSE18913a	HUVECs	treated with VEGF	activation	1 h	3 replicates, part of time series	GSM468603,GSM468604,GSM468621	GSM468609,GSM468610,GSM468622
VEGF	GSE18913b	HUVECs	treated with VEGF	activation	4 h	3 replicates, part of time series	GSM468603,GSM468604,GSM468621	GSM468615,GSM468616,GSM468623
VEGF	GSE19335	HUVECs	treated with 50ng/ml VEGF	activation	30 min	2 replicates	GSM595674,GSM595675	GSM595676,GSM595677
VEGF	GSE3891a	HMVEC (Human microvascular endothelial cells)	VEGF treatment	activation	30 min	time series 30 min, 1, 2, 4 h	GSM88897	GSM88898
VEGF	GSE3891b	HMVEC (Human microvascular endothelial cells)	VEGF treatment	activation	1 h	time series 30 min, 1, 2, 4 h	GSM88897	GSM88899
VEGF	GSE3891c	HMVEC (Human microvascular endothelial cells)	VEGF treatment	activation	2 h	time series 30 min, 1, 2, 4 h	GSM88897	GSM88900
VEGF	GSE3891d	HMVEC (Human microvascular endothelial cells)	VEGF treatment	activation	4 h	time series 30 min, 1, 2, 4 h	GSM88897	GSM88901
VEGF	GSE3891e	HMVEC (Human microvascular endothelial cells)	VEGF treatment	activation	30 min	time series 30 min, 1, 2, 4 h	GSM88907	GSM88908
VEGF	GSE3891f	HMVEC (Human microvascular endothelial cells)	VEGF treatment	activation	1 h	time series 30 min, 1, 2, 4 h	GSM88907	GSM88909
VEGF	GSE3891g	HMVEC (Human microvascular endothelial cells)	VEGF treatment	activation	2 h	time series 30 min, 1, 2, 4 h	GSM88907	GSM88910
VEGF	GSE3891h	HMVEC (Human microvascular endothelial cells)	VEGF treatment	activation	4 h	time series 30 min, 1, 2, 4 h	GSM88907	GSM88911
VEGF	GSE837a	HUVECs	treated with VEGF	activation	4 h	1 replicate, part of 3 different isolates	GSM12900	GSM12901
VEGF	GSE837b	HUVECs	treated with VEGF	activation	4 h	1 replicate, part of 3 different isolates	GSM12902	GSM12903
VEGF	GSE837c	HUVECs	treated with VEGF	activation	4 h	1 replicate, part of 3 different isolates	GSM12904	GSM12905
Wnt	GSE106755a	human fetal liver progenitor cells	100ng/ml Wnt3a	activation	12 h	arrays are background corrected thus containing zeros!!!!	GSM2849887,GSM2849888,GSM2849889	GSM2849890,GSM2849891,GSM2849892
Wnt	GSE106755b	SV40-large T -immortalized human fetal liver cells	100ng/ml Wnt3a	activation	12 h	arrays are background corrected thus containing zeros!!!!	GSM2849896,GSM2849897,GSM2849898	GSM2849899,GSM2849900,GSM2849901
Wnt	GSE114059	colorectal cancer organoid PTO 19T	Wnt signalling inhibitor PRI-724	inhibition	72 h	2 replicates each, Control is MEKi Trametinib supposedly inducing wnt signalling, Treatment is MEKi+Wnti	GSM3131706,GSM3131707	GSM3131708,GSM3131709
Wnt	GSE11916	Huh7 (hepatocellular carcinoma derived)	High TCF activity Huh7 cell line was compared to control Huh7 cell line (TCF the crucial transcription factor for Wnt)	activation	not specified	constitutive activation	GSM301104,GSM301105,GSM301106	GSM301119,GSM301132,GSM301133
Wnt	GSE14107a	parental PC9 (Lung adenocarcinoma cell line)	Wnt3a stimulation after serum starvation (0.2 %)	activation	3 h		GSM354009,GSM354010	GSM354011,GSM354012
Wnt	GSE14107b	parental H2030 (Lung adenocarcinoma cell line)	Wnt3a stimulation after serum starvation (0.2 %)	activation	3 h		GSM354017,GSM354018	GSM354019,GSM354020
Wnt	GSE1473	HEK293 (kidney cell)	infected with RCAS-beta-cateninS37A or RCAS-GFP	activation	not specified	late and early response expected	GSM24862,GSM24863,GSM24864,GSM24865	GSM24858,GSM24859,GSM24860,GSM24861
Wnt	GSE18560	colorectal cancer cell line Ls174T	siRNA-mediated knockdown of beta-Catenin	inhibition	72 h	3 replicates each	GSM461951,GSM461953,GSM461944	GSM461942,GSM461947,GSM461949
Wnt	GSE26351	mobilized periphal blood CD34+ cells	0.5 µM BIO (GSK3 inhibitor)	activation	2 h	3 replicates, BIO activates WNT pathway	GSM647150,GSM647151,GSM647152	GSM647153,GSM647154,GSM647155
Wnt	GSE27313	mesenchymal stem cells	treated with Wnt3a	activation	6 h	1 replicate each	GSM675170	GSM675171
Wnt	GSE35272	Colorectal cancer cell line DLD-1	DKK1 overexpression (Wnt ligand antagonist)	inhibition	24 h	3 replicates	GSM864825,GSM864826,GSM864827	GSM864828,GSM864829,GSM864830
Wnt	GSE37964	Colorectal cell line DLD-1	dominant negative TCF-1E inducible expression controlled by 1µg/ml Doxycyclin	inhibition	8 h	3-4 replicates	GSM931041,GSM931042,GSM931043,GSM931044	GSM931035,GSM931036,GSM931037
Wnt	GSE38893	MDA-MB-468 Breast cancer cell line	Wnt3a	activation	8 h	2 replicates	GSM951573,GSM951579	GSM951576,GSM951582
Wnt	GSE42071	Megacaryocytic cells CHRF-288-11 (Childhood acute megakaryoblastic leukemia)	Wnt3a	activation	8 h	3 replicates	GSM1031987,GSM1031980,GSM1031981	GSM1031986,GSM1031978,GSM1031983
Wnt	GSE44097a	Colorectal cancer cell line SW480	beta-catenin siRNA	inhibition	48 h	3 replicates, also second cell line measured	GSM1078893,GSM1078894,GSM1078895	GSM1078896,GSM1078897,GSM1078898
Wnt	GSE44097b	Colorectal cancer cell line DLD1	beta-catenin siRNA	inhibition	48 h	3 replicates, also second cell line measured	GSM1078887,GSM1078888,GSM1078889	GSM1078890,GSM1078891,GSM1078892
Wnt	GSE46465a	liver cancer cell line HepG2	expression of dominant negative form of TCF4	inhibition	48 h	4 replicates, second cell line measured by same lab	GSM1130672,GSM1130673,GSM1130674,GSM1130675	GSM1130676,GSM1130677,GSM1130678,GSM1130679
Wnt	GSE46465b	colon cancer cell line LS174T	expression of dominant negative form of TCF4	inhibition	48 h	3 replicates, second cell line measured by same lab	GSM1130666,GSM1130667,GSM1130668	GSM1130669,GSM1130670,GSM1130671
Wnt	GSE56896	colorectal cancer cell line LS174T	expressed a tamoxifen-inducible β-catenin-binding domain of TCF4 (dominant negative)	inhibition	36 h	3 replicates each	GSM1370840,GSM1370841,GSM1370842	GSM1370843,GSM1370844,GSM1370845
Wnt	GSE58525	Glioblastoma cell line LN-229	Wnt Inhibitory Factor 1 (WIF1) overexpression	inhibition	48 h	2 replicates	GSM1412991,GSM1412992	GSM1412993,GSM1412994
Wnt	GSE59400	memory T cells stimulated with antiCD3/CD28	3µM TWS119 (GSK3-beta inhibitor)	activation		agilent single colour array, no paper published	GSM1436334,GSM1436335,GSM1436336	GSM1436331,GSM1436332,GSM1436333
Wnt	GSE61275	AML cells OCI-AML	100-200nM BC2059 (beta Catenin antagonist)	inhibition	8 h	no replicate	GSM1501289	GSM1501288
Wnt	GSE61687	Gastric cancer cell line AGS	beta-Catenin siRNA	inhibition	48 h	3 replicates, no paper, same lab as GSE62060	GSM1511325,GSM1511326,GSM1511327	GSM1511328,GSM1511329,GSM1511330
Wnt	GSE62060	Gastric cancer cell line YCC3	beta-Catenin siRNA	inhibition	48 h	3 replicates, no paper	GSM1519062,GSM1519063,GSM1519064	GSM1519065,GSM1519066,GSM1519067
Wnt	GSE65238a	Triple negative breast cancer cell MDA_MB-468	Wnt3a	activation	6 h	3 replicates	GSM1590550,GSM1590562,GSM1590574	GSM1590551,GSM1590563,GSM1590575
Wnt	GSE65238b	Triple negative breast cancer cell MDA_MB-468	Wnt3a	activation	12 h	3 replicates	GSM1590552,GSM1590564,GSM1590576	GSM1590553,GSM1590565,GSM1590577
Wnt	GSE65238c	Triple negative breast cancer cell HCC38	Wnt3a	activation	6 h	3 replicates	GSM1590556,GSM1590568,GSM1590580	GSM1590557,GSM1590569,GSM1590581
Wnt	GSE65238d	Triple negative breast cancer cell HCC38	Wnt3a	activation	12 h	3 replicates	GSM1590558,GSM1590570,GSM1590582	GSM1590559,GSM1590571,GSM1590583
Wnt	GSE67571a	lung cancer cell line A549 LM (Spheres transferred to adhesive tissue culture)	Wnt3a	activation	24 h	no replicate	GSM1649833	GSM1649834
Wnt	GSE67571b	lung cancer cell line A549 sphere HM20 selected 20 times for invasiveness	Wnt3a	activation	24 h	no replicate	GSM1649835	GSM1649836
Wnt	GSE97625	human embryonic stem cells	5µM GSK3-ß inhibitor CHIR99021	activation	4 h	no replicates, arrays are background corrected thus containing zeros!!!!	GSM2573320	GSM2573322
